image_id,region,mIoU,F1,Boundary_IoU
dunedin_1211,Dunedin,0.5675112125274068,0.7240920613411087,0.18254821826068293
dunedin_1212,Dunedin,0.30416675300063367,0.46645377563912355,0.24268060415802506
dunedin_1213,Dunedin,0.5176778699269047,0.6821972965204696,0.36275032730755585
dunedin_1214,Dunedin,0.5237904838255182,0.6874836001131597,0.2866735537558536
dunedin_1215,Dunedin,0.9759643516226855,0.9878359908883966,0.5328719723291148
dunedin_1216,Dunedin,0.8435684567748878,0.9151474182310253,0.4859742228996762
dunedin_1217,Dunedin,0.7603383458656002,0.8638547784306285,0.47908279363312545
dunedin_1218,Dunedin,2.7624309384634165e-10,2.7624309384634165e-10,2.2222222217283948e-10
dunedin_1219,Dunedin,0.7322857142933632,0.8454560448648284,0.49298325036247254
dunedin_122,Dunedin,0.6121516751861771,0.7594219385285561,0.2812365411337453
dunedin_1220,Dunedin,0.39130434796537655,0.5625000000719573,0.21699544776676852
dunedin_1221,Dunedin,0.6169650468915859,0.7631148837467016,0.2467956187544443
dunedin_1222,Dunedin,1.0,1.0,1.0
dunedin_1223,Dunedin,1.143902997012767e-11,1.143902997012767e-11,5.5432372502470484e-11
dunedin_1224,Dunedin,5.852744937341374e-12,5.852744937341374e-12,3.7147102524623067e-11
dunedin_1225,Dunedin,5.2465897164088875e-11,5.2465897164088875e-11,1.510574017898705e-10
dunedin_1226,Dunedin,2.1953896816202988e-11,2.1953896816202988e-11,1.0593220337860888e-10
dunedin_1227,Dunedin,5.0438817713858366e-12,5.0438817713858366e-12,3.13774709748548e-11
dunedin_1228,Dunedin,3.608805485371314e-12,3.608805485371314e-12,2.99580587168976e-11
dunedin_1229,Dunedin,6.191950464012882e-11,6.191950464012882e-11,1.338688085496829e-10
dunedin_123,Dunedin,0.7802175925467284,0.876541829283363,0.17344972225839783
dunedin_1230,Dunedin,1.0,1.0,1.0
dunedin_1231,Dunedin,1.0,1.0,1.0
dunedin_1232,Dunedin,1.0,1.0,1.0
dunedin_1233,Dunedin,1.0,1.0,1.0
dunedin_1234,Dunedin,1.0,1.0,1.0
dunedin_1235,Dunedin,1.0,1.0,1.0
dunedin_1236,Dunedin,5.460303592849949e-12,5.460303592849949e-12,2.976190476101899e-11
dunedin_1237,Dunedin,1.3577732518485027e-11,1.3577732518485027e-11,6.963788300350711e-11
dunedin_1238,Dunedin,0.697704888407431,0.82193895201868,0.40024038461714284
dunedin_1239,Dunedin,0.7061905104417437,0.8277979582230864,0.34998386427700434
dunedin_124,Dunedin,0.0009140768737738504,0.0018264841094222386,0.03318777301020194
dunedin_1240,Dunedin,0.7410220583867337,0.8512494770724148,0.3766712770878114
dunedin_1241,Dunedin,0.7511801669430798,0.8579130590021375,0.38116561957095496
dunedin_1242,Dunedin,0.8196127323024122,0.9008650222679707,0.514081056488686
dunedin_1243,Dunedin,0.7067425537769699,0.828177105226406,0.4143393649723129
